client
since 2017-07-22 23:12
NAME                                                            ADDRESS                                                                                          ACTIVE  INACTIVE  MAX-ACTIVE    COUNT  ERRORS  TIMEOUTS   LATENCY  PEAK-LATENCY  THROUGHPUT
  /sdp/getaccountholderaddress                                  https://ugam00.mtnuganda.co.ug:8443/sdp/getaccountholderaddress                              0           -         0       0      0 ms          0 ms         0/s
  /sdp/getaccountholderblackliststatus                          https://ugam00.mtnuganda.co.ug:8443/sdp/getaccountholderblackliststatus                      0           -         0       0      0 ms          0 ms         0/s
  /sdp/getaccountholderinfo                                     https://ugam00.mtnuganda.co.ug:8443/sdp/getaccountholderinfo                                 0           -         0       0      0 ms          0 ms         0/s
  /sdp/getaccountholderinternalidentity                         https://ugam00.mtnuganda.co.ug:8443/sdp/getaccountholderinternalidentity                     0           -         0       0      0 ms          0 ms         0/s
  /sdp/getaccountholderpersonalinformation                      https://ugam00.mtnuganda.co.ug:8443/sdp/getaccountholderpersonalinformation                  0           -         0       0      0 ms          0 ms         0/s
  /sdp/getaccounts                                              https://ugam00.mtnuganda.co.ug:8443/sdp/getaccounts                                          0           -         0       0      0 ms          0 ms         0/s
  /sdp/getbalance                                               https://ugam00.mtnuganda.co.ug:8443/sdp/getbalance                                           0           -         0       0      0 ms          0 ms         0/s
  /sdp/getbatchtransfer                                         https://ugam00.mtnuganda.co.ug:8443/sdp/getbatchtransfer                                     0           -         0       0      0 ms          0 ms         0/s
  /sdp/getfinancialresourceinformation                          https://ugam00.mtnuganda.co.ug:8443/sdp/getfinancialresourceinformation                      0           -         0       0      0 ms          0 ms         0/s
  /sdp/getpreapprovalstatus                                     https://ugam00.mtnuganda.co.ug:8443/sdp/getpreapprovalstatus                                 0           -         0       0      0 ms          0 ms         0/s
  /sdp/getreversetransactiondetails                             https://ugam00.mtnuganda.co.ug:8443/sdp/getreversetransactiondetails                         0           -         0       0      0 ms          0 ms         0/s
  /sdp/gettransactionhistory                                    https://ugam00.mtnuganda.co.ug:8443/sdp/gettransactionhistory                                0           -         0       0      0 ms          0 ms         0/s
  /sdp/gettransactionstatus                                     https://ugam00.mtnuganda.co.ug:8443/sdp/gettransactionstatus                                 0           -         0       0      0 ms          0 ms         0/s
  /sdp/initiatetransfer                                         https://ugam00.mtnuganda.co.ug:8443/sdp/initiatetransfer                                     0           -         0       0      0 ms          0 ms         0/s
  /sdp/initiatetransfercompleted                                https://ugam00.mtnuganda.co.ug:8443/sdp/initiatetransfercompleted                            0           -         0       0      0 ms          0 ms         0/s
  /sdp/listbatchtransfer                                        https://ugam00.mtnuganda.co.ug:8443/sdp/listbatchtransfer                                    0           -         0       0      0 ms          0 ms         0/s
  /sdp/login                                                    https://ugam00.mtnuganda.co.ug:8443/sdp/login                                                0           -         0       0      0 ms          0 ms         0/s
  /sdp/payment                                                  https://ugam00.mtnuganda.co.ug:8443/sdp/payment                                              0           -         0       0      0 ms          0 ms         0/s
  /sdp/paymentcompleted                                         https://ugam00.mtnuganda.co.ug:8443/sdp/paymentcompleted                                     0           -         0       0      0 ms          0 ms         0/s
  /sdp/preapproval                                              https://ugam00.mtnuganda.co.ug:8443/sdp/preapproval                                          0           -         0       0      0 ms          0 ms         0/s
  /sdp/preapprovalcompleted                                     https://ugam00.mtnuganda.co.ug:8443/sdp/preapprovalcompleted                                 0           -         0       0      0 ms          0 ms         0/s
  /sdp/querybalance                                             https://ugam00.mtnuganda.co.ug:8443/sdp/querybalance                                         0           -         0       0      0 ms          0 ms         0/s
  /sdp/refund                                                   https://ugam00.mtnuganda.co.ug:8443/sdp/refund                                               0           -         0       0      0 ms          0 ms         0/s
  /sdp/reversetransaction                                       https://ugam00.mtnuganda.co.ug:8443/sdp/reversetransaction                                   0           -         0       0      0 ms          0 ms         0/s
  /sdp/sptransfer                                               https://ugam00.mtnuganda.co.ug:8443/sdp/sptransfer                                           0           -         0       0      0 ms          0 ms         0/s
  /sdp/startbatchtransfer                                       https://ugam00.mtnuganda.co.ug:8443/sdp/startbatchtransfer                                   0           -         0       0      0 ms          0 ms         0/s
  /sdp/validateaccountholder                                    https://ugam00.mtnuganda.co.ug:8443/sdp/validateaccountholder                                0           -         0       0      0 ms          0 ms         0/s
  /sdp/verifyfinancialresourceinformation                       https://ugam00.mtnuganda.co.ug:8443/sdp/verifyfinancialresourceinformation                   0           -         0       0      0 ms          0 ms         0/s
  /sdp/withdraw                                                 https://ugam00.mtnuganda.co.ug:8443/sdp/withdraw                                             0           -         0       0      0 ms          0 ms         0/s
com.ericsson.em.am.ca.mtn.ca.frontend.webgui                    https://ugam00.mtnuganda.co.ug:8443/webgui                                                   0           -         0       0      0 ms          0 ms         0/s
  /webgui/addcontact                                            https://ugam00.mtnuganda.co.ug:8443/webgui/addcontact                                        0           -         0       0      0 ms          0 ms         0/s
  /webgui/cancelscheduledtransaction                            https://ugam00.mtnuganda.co.ug:8443/webgui/cancelscheduledtransaction                        0           -         0       0      0 ms          0 ms         0/s
  /webgui/createvoucher                                         https://ugam00.mtnuganda.co.ug:8443/webgui/createvoucher                                     0           -         0       0      0 ms          0 ms         0/s
  /webgui/deletecontact                                         https://ugam00.mtnuganda.co.ug:8443/webgui/deletecontact                                     0           -         0       0      0 ms          0 ms         0/s
  /webgui/generateotpforcredential                              https://ugam00.mtnuganda.co.ug:8443/webgui/generateotpforcredential                          0           -         0       0      0 ms          0 ms         0/s
  /webgui/getaccount                                            https://ugam00.mtnuganda.co.ug:8443/webgui/getaccount                                        0           -         0       0      0 ms          0 ms         0/s
  /webgui/getaccountholderhierarchyinfo                         https://ugam00.mtnuganda.co.ug:8443/webgui/getaccountholderhierarchyinfo                     0           -         0       0      0 ms          0 ms         0/s
  /webgui/getaccountholderinfo                                  https://ugam00.mtnuganda.co.ug:8443/webgui/getaccountholderinfo                              0           -         0       0      0 ms          0 ms         0/s
  /webgui/getaccounts                                           https://ugam00.mtnuganda.co.ug:8443/webgui/getaccounts                                       0           -         0       0      0 ms          0 ms         0/s
  /webgui/getactivevoucher                                      https://ugam00.mtnuganda.co.ug:8443/webgui/getactivevoucher                                  0           -         0       0      0 ms          0 ms         0/s
  /webgui/getbalance                                            https://ugam00.mtnuganda.co.ug:8443/webgui/getbalance                                        0           -         0       0      0 ms          0 ms         0/s
  /webgui/getconnectedaccountholders                            https://ugam00.mtnuganda.co.ug:8443/webgui/getconnectedaccountholders                        0           -         0       0      0 ms          0 ms         0/s
  /webgui/getcontactlist                                        https://ugam00.mtnuganda.co.ug:8443/webgui/getcontactlist                                    0           -         0       0      0 ms          0 ms         0/s
  /webgui/getfinancialresourceinformation                       https://ugam00.mtnuganda.co.ug:8443/webgui/getfinancialresourceinformation                   0           -         0       0      0 ms          0 ms         0/s
  /webgui/gettransactionhistory                                 https://ugam00.mtnuganda.co.ug:8443/webgui/gettransactionhistory                             0           -         0       0      0 ms          0 ms         0/s
  /webgui/listscheduledtransactions                             https://ugam00.mtnuganda.co.ug:8443/webgui/listscheduledtransactions                         0           -         0       0      0 ms          0 ms         0/s
  /webgui/login                                                 https://ugam00.mtnuganda.co.ug:8443/webgui/login                                             0           -         0       0      0 ms          0 ms         0/s
  /webgui/merchantpayment                                       https://ugam00.mtnuganda.co.ug:8443/webgui/merchantpayment                                   0           -         0       0      0 ms          0 ms         0/s
  /webgui/payment                                               https://ugam00.mtnuganda.co.ug:8443/webgui/payment                                           0           -         0       0      0 ms          0 ms         0/s
  /webgui/resendvouchernotification                             https://ugam00.mtnuganda.co.ug:8443/webgui/resendvouchernotification                         0           -         0       0      0 ms          0 ms         0/s
  /webgui/resetcredentialwithotp                                https://ugam00.mtnuganda.co.ug:8443/webgui/resetcredentialwithotp                            0           -         0       0      0 ms          0 ms         0/s
  /webgui/secondarylogin                                        https://ugam00.mtnuganda.co.ug:8443/webgui/secondarylogin                                    0           -         0       0      0 ms          0 ms         0/s
  /webgui/transfer                                              https://ugam00.mtnuganda.co.ug:8443/webgui/transfer                                          0           -         0       0      0 ms          0 ms         0/s
com.ericsson.em.am.ca.mtn.ca.frontend.webgui.logout             https://ugam00.mtnuganda.co.ug:8443/webgui/logout                                            0           -         0       0      0 ms          0 ms         0/s
  /webgui/logout/logout                                         https://ugam00.mtnuganda.co.ug:8443/webgui/logout/logout                                     0           -         0       0      0 ms          0 ms         0/s
com.ericsson.em.am.ca.tecnotree                                 https://ugam00.mtnuganda.co.ug:8443/tecnotree                                                0           -      6369     172    104 ms      14252 ms         1/s
  /tecnotree/blockaccount                                       https://ugam00.mtnuganda.co.ug:8443/tecnotree/blockaccount                                   0           -         0       0      0 ms          0 ms         0/s
  /tecnotree/getaccountholderinfo                               https://ugam00.mtnuganda.co.ug:8443/tecnotree/getaccountholderinfo                           0           -         0       0      0 ms          0 ms         0/s
  /tecnotree/getbalance                                         https://ugam00.mtnuganda.co.ug:8443/tecnotree/getbalance                                     0           -       552      40     43 ms       9831 ms         0/s
  /tecnotree/registration                                       https://ugam00.mtnuganda.co.ug:8443/tecnotree/registration                                   0           -         0       0      0 ms          0 ms         0/s
  /tecnotree/registrationallowduplicateidentification           https://ugam00.mtnuganda.co.ug:8443/tecnotree/registrationallowduplicateidentification       0           -      5773     116    158 ms      14252 ms         1/s
  /tecnotree/setaccountprofile                                  https://ugam00.mtnuganda.co.ug:8443/tecnotree/setaccountprofile                              0           -        44      16    113 ms        486 ms         0/s
  /tecnotree/unblockaccount                                     https://ugam00.mtnuganda.co.ug:8443/tecnotree/unblockaccount                                 0           -         0       0      0 ms          0 ms         0/s
  /tecnotree/updateaccountholdercitizenship                     https://ugam00.mtnuganda.co.ug:8443/tecnotree/updateaccountholdercitizenship                 0           -         0       0      0 ms          0 ms         0/s
  /tecnotree/updateaccountholderidentification                  https://ugam00.mtnuganda.co.ug:8443/tecnotree/updateaccountholderidentification              0           -         0       0      0 ms          0 ms         0/s
  /tecnotree/updateaccountholderpersonalinformation             https://ugam00.mtnuganda.co.ug:8443/tecnotree/updateaccountholderpersonalinformation         0           -         0       0      0 ms          0 ms         0/s
com.ericsson.em.am.ca.ussd.comviva.flares.pull.xmlhttp.service  https://ugam00.mtnuganda.co.ug:8443/comvivaussd                                              7           -   2073647       0     74 ms     202528 ms        66/s
  /comvivaussd/pull                                             https://ugam00.mtnuganda.co.ug:8443/comvivaussd/pull                                         7           -   2073647       0     74 ms     202528 ms        66/s
com.ericsson.em.am.ca.ussd.zte.pull.xmlrpc.http.service         https://ugam00.mtnuganda.co.ug:8443/zteussd                                                 53           -  12709925  718816     24 ms     249672 ms       412/s
  /zteussd/                                                     https://ugam00.mtnuganda.co.ug:8443/zteussd/                                                53           -  12709925  718816     24 ms     249672 ms       412/s
com.ericsson.em.am.cluster.messaging                            cluster://amcluster/ugam00.mtnuganda.co.ug:3.3.3.3                                           0           -       686       0      0 ms         28 ms         1/s
com.ericsson.em.am.wallet.serviceprovider                       https://ugam00.mtnuganda.co.ug:8443/NA                                                       0           -         0       0      0 ms          0 ms         0/s
  /NA/balance                                                   https://ugam00.mtnuganda.co.ug:8443/NA/balance                                               0           -         0       0      0 ms          0 ms         0/s
  /NA/getfinancialresourceinformation                           https://ugam00.mtnuganda.co.ug:8443/NA/getfinancialresourceinformation                       0           -         0       0      0 ms          0 ms         0/s
  /NA/payment                                                   https://ugam00.mtnuganda.co.ug:8443/NA/payment                                               0           -         0       0      0 ms          0 ms         0/s
  /NA/verifyfinancialresourceinformation                        https://ugam00.mtnuganda.co.ug:8443/NA/verifyfinancialresourceinformation                    0           -         0       0      0 ms          0 ms         0/s
  /NA/withdraw                                                  https://ugam00.mtnuganda.co.ug:8443/NA/withdraw                                              0           -         0       0      0 ms          0 ms         0/s

serviceprovider
since 2017-07-22 23:12
NAME  ACTIVE  COUNT  ERRORS  TIMEOUTS  LATENCY  PEAK-LATENCY  THROUGHPUT
